epoch,d_t_plus_1_loss,d_t_plus_1_rmse,d_t_plus_2_loss,d_t_plus_2_rmse,d_t_plus_3_loss,d_t_plus_3_rmse,d_t_plus_4_loss,d_t_plus_4_rmse,d_t_plus_5_loss,d_t_plus_5_rmse,loss,val_d_t_plus_1_loss,val_d_t_plus_1_rmse,val_d_t_plus_2_loss,val_d_t_plus_2_rmse,val_d_t_plus_3_loss,val_d_t_plus_3_rmse,val_d_t_plus_4_loss,val_d_t_plus_4_rmse,val_d_t_plus_5_loss,val_d_t_plus_5_rmse,val_loss
6,0.8824175684042321,0.07550110452186483,1.6716055334517237,0.08707746052309727,2.4769030420650098,0.06989966400307063,3.323578098816524,0.07296767033376161,4.080554370883916,0.08551812729914685,12.435058616756052,0.005557048719848342,0.07191555212585775,0.009920498308424047,0.09607357375635837,0.01302335201797511,0.1102064428924715,0.01653119124145188,0.12385832083700733,0.018954326317446552,0.13288330705276882,0.06398641647622069
7,0.876570496661087,0.07676696689914195,1.6694251906617712,0.08390596329077278,2.456401110826452,0.08434785137278213,3.2613286045501204,0.07614992651574781,4.037341833777191,0.08482143397128612,12.301067230767764,0.00582560270426628,0.07360023249871123,0.009527821600389366,0.09478626669533005,0.013110109605850117,0.11080409779310559,0.016118160333902946,0.12273287345761709,0.019403490304717306,0.13373751821901403,0.06398518458688532
8,0.8636372588160331,0.0708470612826595,1.6395247639243307,0.07881177713457685,2.400214413847762,0.07315338997786387,3.1990638576685977,0.07512913817730853,3.959338426384847,0.08349231115670833,12.061778721887935,0.005946675371256714,0.07392972586213425,0.01049963500392538,0.09844904777720534,0.01744856892816588,0.1265587613679651,0.017512323647025218,0.12672116601178457,0.02065916884920409,0.13823486662126028,0.07206637160874835
9,0.8519771009911813,0.07331591576606322,1.6222792228036085,0.07923559002204036,2.407841139083096,0.07737496220893118,3.1681219278852786,0.0743115450025422,3.9242332023409854,0.08160461806846336,11.974452604111281,0.005783044177981731,0.07342742031334207,0.009613406751997853,0.09538269575262222,0.01273492791591763,0.10938540748885318,0.016005577430451497,0.12176803347345587,0.018892567327780725,0.13251777970922193,0.06302952335364963
10,0.8468630178318485,0.06736994664079451,1.6211137556790465,0.0765868874949222,2.3674940796496937,0.07506765826488991,3.1389332516793886,0.0771912355440656,3.8733541534141227,0.08201645744649928,11.84775827239401,0.006095365122956976,0.07550731613666702,0.009314434127461677,0.09367322040526317,0.013024825921593503,0.11051861196580055,0.016346716542071472,0.12420585042618591,0.020288028904523036,0.1382161150087118,0.065069370801967
11,0.841901172306447,0.06597635646333848,1.6026594603605535,0.07445714761042216,2.33826454825509,0.07099735635057777,3.0858590801360757,0.07415236261411809,3.822524836234125,0.08258171344718156,11.691209104464583,0.005461848124192138,0.07125214644169583,0.010486895807703128,0.09818190179078211,0.013480335663594366,0.11216524637579507,0.01763982489651018,0.12818487538272838,0.021386943727365767,0.14124126830885983,0.06845584800902033
12,0.834576932477058,0.06439107320396548,1.5959173216050873,0.07647967219602783,2.330185835355939,0.06799354702170424,3.082904055600942,0.07360413423896495,3.805026814571858,0.08079904237192413,11.648610966461336,0.005464242389340665,0.07116164187587408,0.009773452036936662,0.09564599156743286,0.01391865662466222,0.11380020733607814,0.016978012784146786,0.12640703888011293,0.019782143131271072,0.13572525634052682,0.06591650700066401
13,0.8330756017295364,0.06365965327213638,1.5752635684644023,0.07648092515810062,2.3141060760574605,0.07297493390913058,3.0548487149858086,0.07150935589692269,3.750804077985293,0.08104492276377534,11.528098016103918,0.006736415309208398,0.07979040818583112,0.01134391895143743,0.10368078768761094,0.017086037997231508,0.12782075847583432,0.01955011349075508,0.13613344146268302,0.021491943906485397,0.14320134075066965,0.07620843029254473
14,0.8375755325751023,0.06554469600089076,1.5765893581833381,0.07415427134250491,2.2933733543014485,0.07029735380466205,3.017281011006115,0.07205341049017493,3.7260361532329718,0.08172523538819304,11.450855418953477,0.005347276745911653,0.07032320185153097,0.009299629979162536,0.09321764604593594,0.012738993376506384,0.10948944163887261,0.01515806712902873,0.11855222063233455,0.01743525485004809,0.1270921467732528,0.05997922187351997
15,0.8278613570471068,0.06497368991809407,1.5925441259637425,0.07638710460922127,2.3042103382181605,0.06942379376178634,3.014733447397976,0.07482636929098618,3.7219110819061574,0.07999024424101778,11.461260359834865,0.005699886788745811,0.07274196806323333,0.009621251216932311,0.09469198678399457,0.012686639081035277,0.1091217322592054,0.015512142705160567,0.1203620696651272,0.017887824612251135,0.12903705429826148,0.0614077444123773
16,0.8200094975162315,0.0634488941909941,1.556504967436604,0.07514514054264454,2.288749114678888,0.07948391434547918,2.968535579388497,0.07385801547765532,3.6580223909098475,0.07980640119746119,11.291821557017903,0.010830097451425635,0.09855404807063133,0.010015703364011742,0.09636437226195284,0.013890620059315939,0.11372470790909903,0.01674261537796285,0.12421550802065479,0.018818233912453217,0.13255627466099715,0.07029726977322688
17,0.8232379255861425,0.06477670266235583,1.5547953878250755,0.07342447878306223,2.257563558305842,0.06967543667376237,2.969994624051157,0.07353550766498371,3.6307489125528862,0.079008438157806,11.236340419167213,0.0060530066919630265,0.07488474875772397,0.010023035430903188,0.09693265106794732,0.013265937401615366,0.11192447214694158,0.0157589023719335,0.12181679380865297,0.02004276462469539,0.13726284423391433,0.06514364679808546
18,0.8157931265364218,0.06260410365570682,1.5580448702808327,0.07584990182042269,2.2507585065786664,0.07332557339977186,2.9469866924978274,0.07426096856110152,3.594051623028996,0.08041694435987283,11.1656348254397,0.005378262902021649,0.07084760737270873,0.009094496318111099,0.09185916317061522,0.01220615542507302,0.1062217609559139,0.014971706664201303,0.117966847211711,0.017535249466698027,0.12763131912459277,0.05918587108880694
19,0.8159455767309427,0.06338707278754752,1.5669312556122166,0.07518293313613324,2.251286768957564,0.06900032055614724,2.9505047532922646,0.07450136831449715,3.5857251151805705,0.07912354139492017,11.17039346845362,0.005708266712786478,0.07260117513556323,0.009847409939955873,0.09555223243548035,0.013135821749315059,0.11018222163617963,0.017253324727675236,0.12607042270149862,0.01957491659345169,0.13402334656733383,0.06551973922555497
